paras,label
"डीनो का नै
क्षा शाखा %.
५ थी ० त यल्खु य०.
वला0ा परगलिा0 1९८0०५ (811) विषय २०८१ को प्राथमिकता क्रम
1017 प०ामा भर्ने सम्बन्धी अत्यन्त जरुरी

त्रिभुवन विश्वविद्यालय, विज्ञान तथा प्रविधि अध्ययन संस्थान, डीनको कार्यालय, परीक्षा शाखा, बल्बुद्वारा २०८१ साल भाद्र २७
गते बिहीबारका दिन संचालन मएको चार वर्षे स्नातक तह 88006015 प पराणिवणा ९ाा००६५ (छ1)
विषय २०८१ को प्रवेश परीक्षामा सम्मिलित भई उत्तीर्ण भएका विद्यार्थीहरुलाई यस कार्यालयको ५८७०१६९
15:05.0.00. मा रहेको 1 प्रयोग गरी आफू पढ्न ईच्छुक क्याम्पसहरुको 0 एणाग मर्न सूचित
गरिन्छ । प्राथमिकता क्रम (भि ०) भर्दा परीक्षार्थीहरुले निम्न क्राहरु ध्यान दिनु पर्नेछ ।

क। परीक्षार्थीहरुले आ-भाफ्नो 3८0९ 5८०(००५०पगरी आफूले प्राप्त गरेको 5८०/९ र २ को जानकारी राख्नु पर्दछ ।
ख) कार्यक्रम संचालन गर्ने क्याम्पसहरुको नामावली र तिनमा रहेको विद्यार्थी कोटा देहाय अनुसार रहेको छ ।

ग) परीक्षार्थीहरुले प्राप्त गरेको २८ लाई मुख्य आधार र परीक्षार्थीले तोकेको क्याम्पसल

प्रकाशन गरिने छ । उदाहरणको सागि: प्रथम २८ ल्याउने परीक्षार्थीले तोकेको प्राथमिकता क्रममा पहिलो स्थानमा
तोकिएको क्याम्पसलाई मर्नाको लागि सूचिकृत गरिने छ । त्यसपछि दोस्रो, तेस्रो, ....... क्रमश: २८ हासिल गर्ने
परीक्षार्थीहरुलाई उनीहरुकै [२8८ र त्यस पश्चात प्राथमिकता क्रम अनुसारले भर्नाको लागि सूचिकृत गरिन्छ।

घ) परीक्षार्थीहरुले आफूले प्राप्त गरेको २८ र 3९०।/९ अनुसारले मनन् गरेर आफ्नो लागि उपयुक्त क्याम्पस तोक्नको साथै
प्राथमिकता क्रम (भि०७ 7ाण) पनि सोही अनुसार भर्न सल्लाह दिईन्छ ।

इ) आफूले पढ्न खोजेको क्याम्पसहरुलाई उच्च प्राथमिकता देखि न्यून प्राथमिकता सम्म जतिसुकै क्याम्पसहरुमा पनि
प्राथमिकता क्रम(0७ )तोब्न पाईनेछ ।

च) प्रवेश परीक्षामा उत्तीर्ण मएका कात्रा परीक्षार्थीहरुले मात्र पथ्यकन्या बहुमुखी क्याम्पसमा प्राथमिकता क्रम (शि०्त एसा)
मर्न सूचित गरिन्छ ।

छ) प्राथमिकता क्रम फारम..(भ0५ ०गा) भरे वापत छुटटै शुल्क लाग्ने छैन । परीक्षार्थीले परीक्षा फारम भर्दा शुल्क बुम्ाए

वापत प्राप्त भौधर कोड (००८(।) प्रयोग गरी प्राथमिकता क्रम फारम (भिाा शिणणा) भर्नु पर्नेछ ।

ज। प्राथमिकता क्रम (011 २01) भर्ने अवधी २०८१ साल भाद्र २९ गते देखि २०८१ साल बसोज १ गते सम्म हुनेछ ।
यस अवधीमा जति पटक पनि प्राथमिकता क्रम सच्याउन सकिने छ । हरेक पटक सच्याउँदा 5 गरी (0ागाप गर्नु
हुन सबैमा सूचित गरिन्छ । अन्तिम पटक सच्याएर 5५७॥/९षा) गरेकोलाई £।५ गरिने छ र त्यसलाई नै अन्तिम

मानिने छ । प्राथमिकता-सूचीलाई प्रथम मर्नासूची प्रकाशन साथै सबैको जानकारीको लागि प्रकाशित गरिने छ ।
भर्नाको लागि प्रथम सूची प्रकाशन भिति : २०८१।०६।/०२ गते

मिति:२०८१।०५।२८

",Education
"२.परीक्षा शुल्क

क. परीक्षा शुल्क नियमित रु.२,५००।-
ख. परीक्षा शुल्क आशिक (दुई विषय सम्म: रु१,५००।-

ग. परीक्षा शुल्क आंशिक (दुई विषय भन्दा बढी) रु२,५००।-
३. विलम्व शुल्क :
परीक्षा फाराम भर्ने म्याद भुक्तान भएको मितिले पहिलो हप्ता सम्म

क. नियमित थप रु.२,५००।-
ख. आशिक (दुई विषय सम्म) थप रु.१,५००।-

ग. आंशिक (दुई विषय भन्दा वढी) थप रु२,५००-

कीर्तिपुर स्थित नेपाल बैंक लि.को चल्ती हिसाव नं.०४५००१०००९९१०७०००००१ मा जम्मा गरी
पठाउनु पर्ने छ ।
५. परीक्षा केन्द्र : पछि तोकिने छ ।

द्रष्टव्य :-
१ त्रि.वि.को निर्णय अनुसार परीक्षा केन्द्र परिवर्तन सम्वन्धी प्रावधान हटाइएको छ ।

५ परीक्षार्थीले एक पटक विषय छनौट गरी परीक्षा फाराम भरी सके पछि विषय परिवर्तन गराउन नदिने

५ परीक्षा आवेदन फाराम परीक्षार्थी स्वयंले नै भरी बुझाउनु पर्नेछ । साथै परीक्षा फाराम भर्दा परीक्षा
फाराममा र प्रवेश पत्रमा समेत परीक्षार्थी आफैँले नै पुरा दस्तखत गर्नु पर्दछ । अन्यथा पर्ने गएमा
यस कार्यालय जवाफदेही हुने छैन ।

५ पाठ्यकममा तोकिएको अवधी भित्र रही परीक्षा फारम भर्नु पर्नेछ । यदी अवधी नाधेका परीक्षा
फाराम भरी परीक्षा दिएको पाइएमा त्यस्ता परीक्षार्थीको परीक्षा स्वत: रह्द हुनेछ । सो को जिम्मेवार
निज विद्यार्थी, क्याम्पस तथा कलेज स्वयं हुनेछन्‌ ।

नोट :-
कुनै पनि परीक्षार्थीले आफूले अध्ययन गरेको नियमित सेमेष्टरको परीक्षाको परीक्षा फाराम नभरी
बिचमा छाडी अर्को सेमेष्टरको परीक्षा फाराम भरी परीक्षा दिएको पाईएमा त्यस्ता परीक्षार्थीको परीक्षा
स्वत: रद्द हुनेछ । सो को जिम्मेवार निज विद्यार्थी, क्याम्पस तथा कलेज स्वयं हुनेछन्‌ ।

२०८१।०४।३२ ३ -: सहायक डीन
१
०१७ 9

९..३१०
",Education
"मिति : २०८१।०४।१६

श्री विभागीय प्रमुख ज्यू
विज्ञान तथा परविधि अध्ययन

विषय : ( छात्रवृत्ति बारे ।

उपरोक्त विषयमा यस वरषका लागि (0९३० ९० ०$००८९ ८०ाठद्वाश? ऐ०्श्ाक्षो अन्तर्गत

सगियूत आव्हान गरिएको व्यहोरा सम्बन्धित सबैमा सूचित गरिन्छ । आवेदन (9००७० सहित) २०६
सोज १५ गते भित्रमा सम्बन्धित केन्द्रिय विभागमा आई पुग्ने गरि वुझाई सक्नु पर्नेछ । आविदक

यता तथा तनौट विघ यसै पत्रसाथ संलग्न गरी पठाइएको छ।

",Education
"त्रिभुवन विश्वविद्यालय
विज्ञान तथा प्रविधि अध्ययन संस्थान

डीलको कार्यालय
%, .. ै

पत्र सङ्ख्या
च.नं.
बपुर २०
स्नातकोत्तर तह गणित विषय प्रथम वर्ष प्रथम शत्र-२०८० समूहको पुनर्योगको

यस अध्ययन संस्थानद्वारा २०८१ साल श्रावण ९ गते प्रकाशित गणित विषय प्रथम वर्ष प्रथम शत्र २०८०
समूहको परीक्षाफलको प्राप्ताङ्ग चित्त नबकझि पुनर्योगका लागि आवैदन गर्ने देहायका परीक्षार्थीको नतिजा
प्रकाशित भएको व्यहोरा सम्बन्धित सबैलाई सूचित गरिन्छ ।
",Education
"विज्ञान तथा प्रविधि अध्ययन संस्थान

8.5९. भर्ना २०८१ का लागि प्रवेश परीक्षाको कार्यतालिका संशोधन सम्बन्धी अत्यन्त
जरुरी सूचना

कलेजहरुमा वार्षिक परीक्षा प्रणाली अनुसार पठनपाठन हुने विज्ञानतफ चार वर्षे स्नातक तह (9.९.) २०८१मा
संशोधन गरिएको वेहोरा सम्बन्धित सवैमा जानकारी गराइन्छ ।

१. परीक्षा फाराम भर्ने अवधि: २०८१ भदौ २८ गते शुक्रबारसम्म

२. प्रवेशपत्र वितरण २०८१ भदौ ३१ गतेवाट कमश: रुपमा अनलाइनवबाट
३. प्रवेश परीक्षा हुने मिति र समय : २०८१ असोज ५ गते शनिबार दिनको १२:०० बजे
४. परीक्षा केन्द्र : पछि प्रकाशित गरिनेछ ।

प्रवेश परीक्षासम्वन्धी अन्य व्यवस्था पूर्व प्रकाशित निर्णयअनुसार नै हुनेछ ।
मिति : २०८१।०५।२४
",Education
"म

श्क्षि रे

येा म त्रिभुवन, विश्वविद्यालय
३० विज्ञान तथा प्रविधि अध्ययन संस्थान
डीनको कार्यालय
परीक्षा शाखा
बल्खु
चार वर्षे स्नातक तह सुचना प्रविधि 9८1९।०।5 ो िकि ४८०००४१

(311) विषयमा २०८१ सालको प्वेश परीक्षाको तालिका सम्वन्धी सुचना

त्रिभुवन विश्वविद्यालय, विज्ञान तथा प्रविधि अध्ययन संस्थान, अन्तर्गतका आंगिक क्याम्पसहरुमा सैमेष्टर
परीक्षा प्रणाली अन्तर्गत 80108 5५5९ अनुसार पठन पाठन हुने चार वर्षे स्नातक तह सूचना प्रविधि
32९015 1 1०0ि806८०।०५ (91) विषय २०८१ को मिति २०८१।०४।३२ गते प्रकाशित
प्रवेश परीक्षाको तालिका निम्नानुसार संशोधन गरिएकोले सम्बन्धित सबैको जानकारीको लागि यो सूचना
प्रकाशित गरिएको छ । ।

% पवेश परीक्षा मिति : २०८१ साल भाद्र २७ गते बिहीबार ।

५ प्रवेश परीक्षा समय : दिनको १२:०० बजे देखि २०० बजे सम्म ।

अन्य कराहरु पूर्व प्रकाशित सूचना अनुसार नै हुनेछ ।
थप जानकारीको लागि ९05९:0४(..९०.] मा हेर्न सकिने छ । द

मिति :२०८१।०५।१९ ।
",Education
"स्नातकोत्तर तह रसायन शास्त्र विषय दोश्रो वर्ष तेश्रो शत्र आशिक परीक्षाको पुनर्योगको

यस अध्ययन संस्थानद्वारा २०८१ साल जेष्ठ २८ गते प्रकाशित रसायन शास्त्र विषय दोश्रो वर्ष तेश्रो शत्र
नतिजा प्रकाशित भएको व्यहोरा सम्बन्धित सबैलाई सूचित गरिन्छ ।
",Education
"५. परीक्षा केन्द्र : पछि तोकिने छ ।

न त्रिवि.को निर्णय अनुसार परीक्षा केन्द्र परिवर्तन सम्वन्धी प्रावघधान हटाइएको छ।

परीक्षार्थीले एक पटक विषय छनौट गरी परीक्षा फाराम भरी सके पछि विषय परिवर्तन गराउन नदिनै
भएकोले परीक्षार्थीहरुलाई फाराम भराउंदा विपय एकिन गराई फाराम भराउने ।

परीक्षा आवेदन फाराम परीक्षार्थी स्वयले नै भरी बुझाउनु पर्नेछ । साथै परीक्षा फाराम भर्दा परीक्षा
फार्ममा र प्रवेश पत्रमा समेत परीक्षार्थी आफैँले नै पुरा दस्तखत गर्नु पर्दछ । अन्यथा पर्न गएमा
यस कार्यालय जवाफदेही हुने छैन ।

नोट

कुनै पनि परीक्षार्थीले आफूले अध्ययन गरेको नियमित सेमेष्टरको परीक्षाको परीक्षा फाराम नभरी

बिचमा छाडी अर्को सेमेष्टरको परीक्षा फाराम भरी परीक्षा दिएको पाईएमा त्यस्ता परीक्षार्थीको परीक्षा
हुनेछ। सो को जिम्मेवार निज विद्यार्थी, क्याम्पस तथा कलेज स्वयं हुनेछन्‌ ।

१ ः । लट
०: नै
पि

स्वत: रह्द

२०८१।०३।१७ सहायक डीन

५७
",Education
"रग े
त्रिभुवन विश्वविद्यालय
विज्ञान तथा प्रविधि अध्ययन संस्थान

3.५९. भर्ना २०८१ का लागि प्रवेश परीक्षाको कार्यतालिका संशोधन सम्बन्धी अत्यन्त
जरुरी सूचना

त्रिभुवन विश्वविद्यालय विज्ञान तथा प्रविधि अध्ययन संस्थान अन्तर्गतका आइगिक क्याम्पस तथा सम्वन्धन प्राप्त
कलेजहरुमा वाषिक परीक्षा प्रणाली अनुसार पठनपाठन हुने विज्ञानतफ चार वर्षे स्नातक तह (8.9९.) २०८१मा

१. परीक्षा फाराम भर्ने अवधि: २०८१ भदौ २८ गते शुक्रबारसम्म
२. प्रवेशपत्र वितरण २०८१ भदौ ३१ गतेबाट कमश: रुपमा अनलाइनबाट
३. प्रवेश परीक्षा हुने मिति र समय : २०८१ असोज ५ गते शनिबार दिनको १२:०० बजे

४. परीक्षा केन्द्र : पछि प्रकाशित गरिनेछ ।
प्रवेश परीक्षासम्बन्धी अन्य व्यवस्था पूर्व प्रकाशित निर्णयअनुसार नै हुनेछ ।
मिति : २०८१।०५।२४

",Education
"06 )५०.

क । राएपछको एरा४२४।) -२६०५१० 5-260510
क ) ड न्णय न । ५-२६०२९४ 5-26094
क पारटनः स्वत्रे क्याम्पस ११२२०७६ 2०
१..,.(% प
५-२६०९११ । 5-260911
वा्ा ८ ८5
89८९0 ८००५९। 001८००$ 99(4 0०९, पा; -०
मिति / 056 : २०७५/०८/०६

पत्र संख्या / रिर्धा4०. ....:::-:

विषय: बि. सि .ए. कार्यक्रममा भर्ना अवधी थप गरिएको बारे ।
त्र संकाय अन्तर्गत संचालित यस बि.सि.ए कार्यक्रममा
लि लिईएको प्रवेश परिक्षा उत्तिर्णगरी यस पाटन

संयुक्त क्याम्पस, पाटनढोका, ललितपुरद्वारा मिति २०३/०७/२८ देखि २०७५/०८/०४ सम्म भर्ना आव्हान
गरिएकोमा विविध कारणबश प्रशासन खुल्न नसकेको हुनाले मिति २०७५/०८/०७ गते शुक्रबारसम्म भर्ना
मय तोकिएको हुदा २७५ अनुसार मेरिट लिष्टमा परेका सम्पूर्ण विद्यार्ीहरुलाई निम्न उल्लेखित कागजातहरु

(

आवश्यक कागजातहरु .
१. क्याम्पसबाट उपलब्ध भर्ना आवेदन फाराम
२. डिन कार्यालयद्वारा लिईएका प्रवेश परिक्षाको पवेश भ

४ ४५ ००

३. 12९186/2/९९. को सक्कल माईग्रेसन साँटाफ कट :
४ 50/52 र (ट९08९ 2/(. को प्रमाण पत्रहरुको प्रमाणित प्रतिलिपिहरु ।

. जिड साइजको फोटो २ प्रति तथा अटो साइजको फोटौ १ प्रति
बि.सि.ए.भर्ना १ २०७५ (परिक्षा शुल्ट बाहेक )

. ट
प्र १० नण्ा
५१. .५ -२- २ ,

हको
क ०
५५ ७ २०० ख् विेो ४

२०-०----०

२.२२२.० ३०७५० । ३०६२० ३०६५० २५२५० २५२५०

ा
किस्ता
दोश्रो
किस्ता १५००० १०००० १०००० १०००० १०००० १०००० ८००० ८०००

पाटन संयुक्त क्याम्पस, पाटनढौका, ललितपुरको सिद्वार्थ बैंकको खाता नं ००९१५०४४५६४ मा जम्मा
का २८० को सक्कल भौचर काटी लेखाशाखाबाट रसिद लिई आउनुभ्नेछ । (म सै
गकी सकम उन बाँकी रकम रु१५,००० परीक्षा फाराम मर्दा अनिवार्य बुझाउनु पनेख ) ।

३४००००

जम्मा

पुनश्च:
१. लिस्टमा उल्लेखित कुनै विद्यार्थी भर्ना अवाधि भित्र भर्ना तभएमा प्राप्त मेरीट लिष्टको आधारमा
बैकल्पिक सूचिमा रहेका विद्यार्थीहरुबाट भर्ना गरिनेछ ।
नर्ना को रकम फिर्ता नहुने तथा अन्य कसैको नाममा सो रकम स्थानान्तरण हुने ैन
३. बैकल्पिक सूचिमा परेका विद्यार्थीहरुले कन गत आइतबार सम्म कार्यालय समयभित्र सम्परक
गर्न हुन युचित गरिन्छ ।

",Education
"स्नातक तह कम्प्युटर विज्ञान तथा प्रविधि (8.5९.९५1) विषय २०८१ को प्राथमिकता
क्रम (9110(१ 01) भर्ने सम्बन्धी अत्यन्त जरुरी सुचना

त्रिभुवन विश्वविद्यालय, विज्ञान तथा प्रविधि अध्ययन संस्थान, डीनको कार्यालय, परीक्षा शाखा, बल्खुद्वारा २०८१ साल भाद्र १५
गते शनिबारका दिन संचालन भएको चार वर्षे स्नातक तह कम्प्यूटर विज्ञान तथा सूचना प्रविधि (3.5८.(५1) विषय २०८१ को
प्रवेश परीक्षामा सम्मिलित भई उत्तीर्ण भएका सो विषय पढ्न ईच्छुक विद्यार्थीहरुलाई यस कार्यालयको ५९०88
०..५४ मा रहेको [0 प्रयोग गरी. आफू पढ्न ईच्छुक क्याम्पस/ कलेजहरुको 10 ा भर्न सूचित
गरिन्छ । प्राथमिकता क्रम (० रिणिा) भर्दा परीक्षार्थीहरुले निम्न कुराहरु ध्यान दिनु पर्नेछ ।

क। परीक्षार्थीहरुले आ-आफ्नो ३८०।६ 30९2 90५०8 गरी आफूले प्राप्त गरेको 9८०।८० र १२ को जानकारी राख्नु
पर्दछ ।

ख) 8.५८.(५ कार्यक्रम संचालन गर्ने क्याम्पस/ कलेजहरुको नामावली र तिनमा रहेको विद्यार्थी कोटा बारे ५९०००8९
3:/08.(0.०02/0०/3०97/१४०।३%१२००.६८.०८४। बाट, जानकारी लिई राख्नु पर्नेछ।

ग) परीक्षार्थीहरुले प्राप्त गरेको २९ लाई मुख्य आधार :र परीक्षार्थीले तोकेको क्याम्पस/कलेजलाई सहायक आधार बनाई भर्ना
सूची प्रकाशन गरिने छ । उदाहरणको लागि: प्रथम २ ल्याउने परीक्षार्थीले तोकेको प्राथमिकता कममा पहिलो स्थानमा
तोकिएको क्याम्पस/कलेजलाई भर्नाको लागि सूचिकृत गरिने छ । त्यसपछि दोस्रो, तेस्रो, ४९५१०५ ० क्रमश: २8८ हासिल
गर्ने परीक्षार्थीहरुलाई उनीहरुकै २4 त्यस पश्चात प्राथमिकता क्रम अनुसारले भर्नाको लागि सूचिकृत
गरिन्छ । उदाहरणको लागी गत वर्ष वि.स. २०८० मा परिक्षार्थीहरुद्वारा भरेका प्राथमिकता क्रम र प्रथम भर्ना सूची डीनको
कार्यालयको वैवपेजहरु ()3:ा.(0.००./00००/।357:/४-20 152080.0) र
()5:/9018. /00८८/।35०/४-भि 3०02 16९१ मा हेर्न सकिनेछ ।

घ) परीक्षार्थीहरुले आफूले प्राप्त गरेको २४॥९ र ८०/६अनुसारले मनन गरेर आफ्नो लागि उपयुक्त क्याम्पस/ कलेज तोक्नको

साथै प्राथमिकता क्रम (भाण णिभा) पनि सोही अनुसार भर्न सल्लाह दिईन्छ ।

ङ) आफूले पढ्न खोजेको २० (बिस) वटा क्याम्पस/कलेज सम्म प्राथमिकता (10) क्रम (उच्च प्राथमिकता देखि कमश:
न्यून प्राथमिकता सम्म) तोक्न पाईनेछ ।

च) प्रवेश परीक्षामा उत्तीर्ण भएका छात्रा परीक्षार्थीहरुलाई मात्र पदाकन्या बहुमुखी क्याम्पसमा प्राथमिकता क्रम (0७
70) भर्न सूचित गरिन्छ।

छ। प्राथमिकता क्रम फारम (01५ ऐणाए) भरे वापत छुै शुल्क लाग्ने छैन । परीक्षार्थीले परीक्षा फारम भर्दा शुल्क बुझाए
बापत प्राप्त भौचर कोड (०१५८।) प्रयोग गरी प्राथमिकता क्रम फारम (भ01५ 70) भर्नु पर्नेछ । प्राथमिकता

ज) प्राथमिकता क्रम फारम (01 70) भर्ने अवधी २०८१ साल भाद्र १९ गते बिहान १०:०० बजे देखि २०८१ साल
भाद्र २१ गते बेलुका ५:०० बजे सम्म हुनेछ । यस अवधीमा जति पटक पनि प्राथमिकता क्रम सच्याउन सकिने छ । हरेक
पटक सच्याउँदा 5५ गरी (0णि) गर्नु हुन सबैमा सूचित गरिन्छ । अन्तिम पटक सच्याएर 5 ९०ीा
गरेकोलाई ५ गरिने छ र त्यसलाई नै अन्तिम मानिने छ । यस प्राथमिकता-सूचीको आधारमा प्रथम भर्ना सूची यस

कार्यालयको १०७०१९०(0::05..९. मा. प्रकाशित गरिने छ।

मिति:२०८१।०५।१८ । सहायक डीन

",Education
"त्रिभुवन विश्वविद्यालय, विज्ञान तथा प्रविधि अध्ययन संस्थान, डीनको कार्यालय, परीक्षा शाखा, बल्खुद्वारा सेमेष्टर परीक्षा
प्रणाली अन्तर्गत ९8018 ५५5(6 अनुसार सैद्धान्तिक विषय पास गरि सकेको तर टर्म पेपर, प्रोजेक्ट रिपोर्ट, इन्टर्नसिप
र प्रयोगात्मक परीक्षा समय सिमा काटि पुरा गर्न नसकेको विद्यार्थीहरुको २०८१ साल असार महिनामा संचालन भएको
स्नातकोत्तर तह रसायन शास्त्र विषयको मौका ((९९) परीक्षाको परीक्षाफल विज्ञान तथा प्रविधि अध्ययन संस्थान,
परीक्षा संचालक समितिको निर्णयानुसार प्रकाशित गरिएको छ । सो परीक्षामा निम्नाकित कमांक भएका परीक्षार्थीहरु

. -वाताम ९ (म)5, (जता िएमा
्ोह) 192०/071

२. िशाता िधा()९ €)5, 314)ा
०611 319/071 ०6 335/071

लब्धांक पत्र सम्बन्धित क्याम्पस/ कलेजवाट प्राप्त हुनेछ ।

परीक्षाफल सकेसम्म त्रुटी रहित होस्‌ भन्ने उद्देश्य राखी प्रकाशित गरिएको छ तापनि छपाई तथा अन्य कुनै कारणबाट

पुनर्योग गर्न चाहने परीक्षार्थीहरुले परीक्षाफल प्रकाशित भएको मितिले २० दिन भित्र पुनर्योगको लागि आवेदन दिई
सक्नु पर्ने छ

मिति : २०८१।०३।२७ सहायक डीन

१..
",Education
"( )

विज्ञान तथा प्रविधि अध्ययन संस्थान की
परीक्षा शाखा विुर २०
बल्खु

स्नातक तह कम्प्युटर विज्ञान तथा सुचना प्रविधि (3.5९.(५1) विषय २०८१ को
प्राथमिकता क्रम (910४ ०) भर्ने म्याद थप सम्बन्धी अत्यन्त जरुरी सूचना

त्रिभुवन विश्वविद्यालय, विज्ञान तथा प्रविधि अध्ययन संस्थान, डीनको कार्यालय, परीक्षा
शाखा, बल्खुद्वारा २०८१ साल भाद्र १५ गते शनिबारका दिन संचालन भएको चार वर्षे
स्नातक तह कम्प्यूटर विज्ञान तथा सूचना प्रविधि (8.5०.०1) विषय २०८१ को प्रवेश
परीक्षामा सम्मिलित भई उत्तीर्ण भएका सो विषय पढ्न ईच्छुक विद्यार्थीहरुलाई यस
कार्यालयको ५९०)१8९ :05..९१४५./ मा रहेको 1 प्रयोग गरी आफू पढ्न
ईच्छुक क्याम्पस/ कलेजहरुको 910 0 भर्ने म्याद २०८१ साल भाद्र २४ गते
सम्म थप गरिएको व्यहोरा सम्बन्धित सबैमा सूचित गरिन्छ ।

फ

मिति:२०८१।०५।२३ : सहायक डीन
",Education
"६५
विज्ञान तथा प्रविधि अध्ययन संस्थान %ै द

६

, परीक्षा शाखा, बल्खु भोनुर ३००
स्नातक तह 401015 परा0ि4ण ६००।०६१ (४11) कार्यकम २०८१ को
प्रवेश परीक्षाको परीक्षा केन्द्र सम्वन्धी

त्रिभुवन विश्वविद्यालय, विज्ञान तथा प्रविधि अध्ययन संस्थान, डीनको कार्यालयबाट सेमेष्टर परीक्षा प्रणाली

अन्तर्गत ०8 55६ अनुसार चार वर्षे स्नातक तह छ80075 0ि0०0०६२

(811) कार्यकम २०८१ को मिति २०८१।०५।२७ गतेँ बिहीयार दिनको १२:०० बजे देखि २:०० सम्म संचालन

हुने प्रवेश परीक्षाको परीक्षा केन्द्र निम्नानुसार तोकिएकोले सम्वन्धीत सवैको जानकारीको लागी यो सूचना

प्रकाशित गरिएको छ । ः

क) महेन्द्ररत्न क्याम्पस, ताहाचल केन्द्र :076९ मार्फत काठमाडौं उपत्यका तोकी प्रवेश परीक्षाको आवेदन फाराम भर्ने
विद्यार्थीहरु मध्येवाट परीक्षा रोल नं ८१२०००२ देखि परीक्षा रोल नं. ८१२०७९२ सम्मका परीक्षार्यीहरु ।

छ) पाटन संयुक्त क्वाम्पस, पाटनढोका केन्द्र : (01 मार्फत काठमाडौं उपत्यका तोकी प्रवेश परीक्षाको आवेदन फाराम
मर्ने विद्यार्थीहरु मध्येबाट परीक्षा रोल नं.८१२०७९३ देखि परीक्षा रोल नं. ८१२१७३५ सम्मका परीक्षार्थीहरु ।

ग) प्कन्या बहुमुखी क्याम्पस, बागबजार केन्द्र : (0९ मार्फत काठमाडौं उपत्यका तोकी प्रवेश परीक्षाको आवेदन फाराम
भर्ने विद्यार्थीहरु मध्येबाट परीक्षा रोल नं.८१२१७३७ देखि माथीका सम्पूर्ण परीक्षार्थीहरु ।

घ) डिग्री क्याम्पस, विराटनगर केन्द्र : (0९ मार्फत मोरङ्षग जिल्ला तोकी प्रवेश परीक्षाको आवेदन फाराम भर्ने सम्पूर्ण

ङ) केन्द्रीय प्रविधि क्याम्पस, धरान केन्द्र : (00९ मार्फत सुनसरी जिल्ला तोकी प्रवेश परीक्षाको आवेदन फाराम मर्ने सम्पूर्ण
परीक्षार्थीहरु ।

च) सूर्यनारायण सत्यनारायण मोरबैता यादव ब.क्याम्पस, सिराहा केन्द्र : (0९ मार्फत सिरहा जिल्ला तोकी प्रवेश
परीक्षाको आवेदन फाराम भर्ने सम्पूर्ण परीक्षार्थीहरु ।

छ) रामस्वरुप रामसागर ब.क्याम्पस, जनकपुर केन्द्र : ( मार्फत धनुषा जिल्ला तोकी प्रवेश परीक्षाको आवेदन फाराम
भर्ने सम्पूर्ण परीक्षार्थीहरु ।

ज) ठाक्रराम बहुमुखी क्याम्पस, वीरगन्ज केन्द्र : (९ मार्फत पर्सा जिल्ला तोकी प्रवेश परीक्षाको आवेदन फाराम भर्ने
सम्पूर्ण परीक्षार्थीहरु ।

झ) वीरेन्द्र बहुमुखी क्याम्पस, भरतपुर केन्द्र : 06 मार्फत चितबन जिल्ला तोकी प्रवेश परीक्षाको आवेदन फाराम मर्ने
सम्पूर्ण परीक्षार्यीहरु ।

अ) भैरहवा बहुमुखी क्याम्पस, भेरहवा केन्द्र : (01९. मार्फत रुपन्देही जिल्ला तोकी प्रवेश परीक्षाको आवेदन फाराम भर्ने
सम्पुण परीक्षार्थीहरु । .

ट) महेन्द्र वहमुखी न्याम्पस, नेपालगञ्ज केन्द्र : (00९ मार्फत बाँके जिल्ला तोकी प्रवेश परीक्षाको आवेदन फाराम भर्ने
सम्पूर्ण परीक्षार्यीहरु ।

ठ) सिद्नाथ विज्ञान क्याम्पस, महेन्द्रनगर केन्द्र : 006 मार्फत कञ्चनपुर जिल्ला तोकी प्रवेश परीक्षाको आवेदन फाराम
अर्ने सम्पूर्ण परीक्षार्थीहरु ।

अन्य कुराहरु पूर्व प्रकाशित सूतच्रना अनुसार नै हुने छ । े

",Education
